gene	log2(fold_change)	p_value
Csf2ra	-0.485294	0.0899
S100a4	0.296524	0.0899
Snora31	0.954796	0.08995
Gm4961	1.10328	0.09015
Trim30d	-0.745025	0.09015
Tipin	0.367534	0.0904
Xlr3b	-1.06053	0.0906
Mtfr2	0.594835	0.0908
Ttc3	0.32046	0.09115
Dnm3os	-0.312636	0.0912
Rras	-0.305938	0.0912
Vcan	-0.318215	0.09125
Ints7	0.364636	0.0913
Anp32b	0.293241	0.0914
Nupr1l	-1.29554	0.09145
Fam49a	-0.344225	0.09165
Thrb	-0.389415	0.092
Rrm1	0.300238	0.09225
Chtf18	0.531791	0.0925
Fgf13	-0.715109	0.09255
Izumo4	-0.443111	0.0927
Dhrs9	-0.308426	0.0929
Pde1b	-0.367276	0.09295
Lonrf2	-0.867335	0.09315
Lamc1	0.3033	0.0932
Pkp4	0.317358	0.09335
Casp2	0.350356	0.0937
Pole	0.399541	0.0937
Polh	0.379342	0.0938
Bid	0.444889	0.0944
Scn1b	-0.360042	0.0945
Vegfa	-0.301535	0.0947
Amotl2	-0.296404	0.09475
Gnao1	-0.766236	0.09475
Rps28	0.295518	0.09505
Xpr1	-0.299487	0.09525
Plrg1	0.313119	0.0953
Dnahc8	-0.441698	0.09555
Nudc	0.301707	0.09555
Aif1l	0.318699	0.0957
Ppih	0.47158	0.0958
Snrpc	0.331346	0.0958
Abcc5	0.411733	0.09585
Mboat2	-0.514561	0.09595
Peg13	-0.524289	0.096
Snord15b	0.601816	0.096
Gpr27	-0.737401	0.0961
Sapcd2	0.777497	0.09615
Akr1b7	-1.01041	0.09625
Tpst1	0.320713	0.0964
Erc2	0.516549	0.09665
Mir3102	#NUM!	0.09665
Mettl7a1	-0.298532	0.09675
Ptprv	0.375057	0.09675
Ly6d	-1.31335	0.09685
Clstn2	-0.562171	0.09695
Ptgs1	0.359579	0.097
Slc35f1	-0.848722	0.09705
Hat1	0.348341	0.09725
Gdpd5	-0.337464	0.0973
Fen1	0.383234	0.09755
Tbata	1.2875	0.0976
Col16a1	0.294469	0.0979
Mcm7	0.312551	0.0979
Ndrg4	-0.314369	0.0979
Irgm1	-0.306676	0.098
Glp1r	-0.440224	0.0984
Car2	-0.517095	0.0985
Cebpb	-0.302997	0.09855
Nhsl2	-0.99036	0.09855
a	-1.6131	0.09885
Depdc1a	0.466283	0.0992
Cit	0.568306	0.09925
Dbh	1.06098	0.0993
Mbnl3	0.414134	0.0993
Lbp	-0.53474	0.0996
Ica1l	-0.512235	0.09995
Agrp	1.71843	0.10035
Cyp11b1	-0.311918	0.1005
Gas2l3	0.429812	0.1007
Iffo2	0.326398	0.1007
Anxa5	0.299108	0.1008
Rbm8a	0.305391	0.1008
Arf5	0.308743	0.1009
Cers4	-0.326925	0.1011
Rarres2	-0.374628	0.10115
Fam129a	-0.370459	0.1013
Nr2f1	-0.450381	0.10165
Isyna1	0.315886	0.10175
Alyref	0.33349	0.10185
Lrrc42	0.323192	0.10195
S1pr1	0.515048	0.10205
Lcp1	-0.666784	0.1021
Xylt1	-0.909982	0.10225
Serpina3i	-0.97882	0.10245
Trem2	-0.299954	0.10275
Btc	-0.881565	0.1028
Serpinb9e	-0.873972	0.10285
Ulk3	-0.419167	0.103
Des	-0.36263	0.10315
Kifc5b	0.605659	0.1041
Atp6v0e2	-0.477707	0.1042
Bcat1	0.297599	0.10425
2310001H17Rik	-1.08501	0.1047
Cmtm8	-1.31492	0.1051
Slc16a3	0.289744	0.1057
Phactr2	-0.324017	0.1059
Gins1	0.615424	0.10625
Manba	0.390836	0.1063
Npas2	-0.711815	0.1065
Cacna1g	0.350333	0.10655
Adcy1	-0.651582	0.1067
Slmap	-0.287286	0.10685
Tubb4a	-0.326873	0.10685
Uck2	0.346713	0.10685
Xylb	0.638955	0.10705
Kctd8	1.05368	0.1072
Smim3	0.518957	0.10765
Cenpi	0.453311	0.1079
2610318N02Rik	1.23497	0.108
Fam78b	0.321106	0.108
Stxbp5	0.315239	0.10805
2810417H13Rik	0.750483	0.10825
Cdk11b	0.293614	0.10825
Klf10	0.381647	0.1083
Slc25a15	-0.41406	0.10845
Hspb1	-0.284586	0.1087
Slamf9	0.490079	0.10885
Tspan9	0.284965	0.10885
Nap1l3	-0.757293	0.10895
Vamp2	-0.32021	0.10965
Llgl2	-0.41754	0.1097
Hip1	-0.279778	0.10985
Rgs10	-0.469528	0.11075
Cox4i2	0.610171	0.1109
Dusp27	-0.77641	0.111
Snrpd3	0.294266	0.11115
Arxes1	-0.845667	0.1114
Ctsc	-0.343055	0.11155
Ccnd2	-0.285724	0.11165
Prdm1	-0.854591	0.11195
Tyms	0.344493	0.112
Ahdc1	0.32145	0.11215
Sacs	0.618518	0.1129
Brca1	0.455195	0.11305
Epha2	0.333314	0.1132
Srl	0.538244	0.1133
Prpf3	0.347438	0.11335
Larp7	0.326079	0.1135
Mtss1	-0.280238	0.11405
Nup93	0.297595	0.11425
2310030G06Rik	0.422486	0.1143
Aox1	-0.340941	0.1147
Pcdh19	-0.455518	0.115
Vmn2r-ps129	1.00036	0.1151
Efnb2	0.294981	0.1152
Spc25	0.39039	0.1152
Mov10	0.392938	0.11525
Orc6	0.339075	0.1153
Irx2	-0.420852	0.11545
Fam131b	0.511222	0.1155
Tspan14	0.309045	0.11555
Terf1	0.439385	0.1156
Abhd14b	-0.434195	0.11585
Tbl2	0.351169	0.1163
Mfsd7c	0.535708	0.11635
Zfhx2	-0.705548	0.1164
Miip	0.441006	0.1168
Ngfrap1	0.292483	0.11685
Olfm1	-0.411549	0.1169
Psd2	-0.730077	0.1169
Snora41	-1.10441	0.11755
Tlr4	-0.283005	0.1181
Wbp5	0.27334	0.1182
Nt5e	0.773527	0.1183
Emb	-0.284932	0.11835
Osbpl6	-0.386894	0.11835
Esco2	0.540923	0.1184
Slc25a36	-0.2775	0.1184
Mapk13	-0.433488	0.11855
Fjx1	-0.357298	0.11905
Clic5	-0.435037	0.11915
Lbr	0.342448	0.11985
Epb4.1	0.326923	0.11995
Penk	-1.11489	0.12025
Dot1l	0.292525	0.12035
Phgdh	0.271322	0.12035
Fam65c	0.889046	0.1204
Glul	-0.299748	0.1206
Rnf130	-0.293144	0.1208
BC030867	0.626855	0.12105
Shank3	-0.588893	0.1212
Itga2	-0.274362	0.12135
Bmp2	0.618069	0.1214
Ptx3	0.958067	0.1214
Hs2st1	0.275293	0.12185
Prlr	0.863306	0.122
Vamp3	0.280606	0.1225
Ncapg	0.764155	0.12285
Cdsn	-0.604297	0.12295
Rab33a	0.85426	0.1233
9030619P08Rik	0.993334	0.12345
C1qtnf3	-0.285638	0.1235
Meis3	-0.319427	0.1235
Snora15	#NUM!	0.1236
Gda	-0.298336	0.1238
Asic3	-0.8101	0.1246
Itga6	0.324627	0.12465
H2-DMb1	-0.611576	0.1247
Ptpn13	-0.417479	0.12485
Efna1	0.584113	0.1249
Rnf122	0.36587	0.12495
Arfgap1	0.280608	0.12525
Zbed4	0.366269	0.1255
Mmp14	0.283499	0.12635
Nxpe3	0.545593	0.12645
Art3	3.1595	0.1266
Arhgap24	-0.280697	0.12665
Cgref1	-0.404061	0.1267
BC037034	-0.396906	0.127
Slc38a1	-0.266986	0.1271
Slc39a10	0.292991	0.1272
Ccne1	0.326229	0.1273
Pxmp2	-0.820073	0.1273
Fam120aos	-0.504766	0.12765
Wasf3	-0.334206	0.12785
Gna14	-0.797772	0.128
Med18	0.605969	0.1282
Cbfb	0.284096	0.12825
Meiob	-1.06169	0.12835
Nucks1	0.264919	0.1285
Ndufb2	-0.33876	0.12865
Gbp3	-0.648738	0.12885
Wnt16	-1.0513	0.12895
Ccng1	-0.28338	0.12905
Smpdl3b	0.616988	0.1296
Ncapd3	0.353171	0.12975
Rpl11	0.274422	0.1299
Ttll4	0.345585	0.13
Pole2	0.501164	0.13015
Synrg	-0.322785	0.13035
Dusp9	0.554567	0.13055
Chst10	-0.629143	0.13075
Sumo3	0.26924	0.13115
Tdg	-0.952857	0.13125
Gmnn	0.443202	0.1313
Prr11	0.351995	0.13145
Efcab11	0.765736	0.1317
Rnf219	0.322502	0.13185
Jund	-0.268491	0.13195
Pqlc3	-0.282151	0.13205
Hist2h3c1	-0.39498	0.13215
Ifitm3	-0.265426	0.13215
Tspan6	0.314388	0.1322
Eif3j2	-1.07452	0.13235
Tfap4	0.424499	0.13245
Galnt13	-0.271322	0.13265
Nufip1	0.34831	0.1327
Mertk	0.498489	0.13275
Aldh1a2	0.264991	0.13285
Soga2	-0.637558	0.13285
Col4a3	-0.42069	0.1329
Supt16	0.270297	0.1329
Nup37	0.383468	0.133
Exosc10	0.284919	0.13315
Mansc1	-0.450742	0.13325
Mamstr	0.754695	0.1333
Fndc4	0.378484	0.13355
Ifit3	-0.402488	0.13355
Mtbp	0.335073	0.1336
Ctxn1	-0.282215	0.13385
Fgl2	0.332684	0.13385
Prkar2b	0.381052	0.13385
Cdh11	0.28251	0.13395
Prss35	0.91831	0.13395
Cdc6	0.506036	0.13405
Atf3	-0.468806	0.1343
Rccd1	-0.380034	0.1344
Rcor2	0.524602	0.1346
Nup188	0.277663	0.13465
Banf1	0.274692	0.13475
Car12	0.309712	0.13475
Rangap1	0.267742	0.13475
Pkp2	-0.278432	0.13495
Hapln3	-1.08004	0.135
Vrk1	0.371667	0.135
Setd5	0.269035	0.1351
Gm8994	0.71302	0.13525
Cacna1a	-0.459529	0.1354
Siglec15	-1.224	0.1354
Rhof	0.68222	0.1357
Gabbr1	-0.293469	0.13585
Guk1	-0.279636	0.13595
Hspa12a	-0.291713	0.13605
Synpo	-0.260432	0.13635
Atp8a1	-0.585893	0.1364
Pdc	1.15921	0.1364
Snora68	0.817933	0.13645
Mtf2	0.323336	0.13655
Fzd6	-0.3648	0.1366
Rab6b	-0.645156	0.1368
Rin1	-0.268629	0.1368
Zdhhc24	-0.341233	0.1368
Cxcl13	-0.904865	0.1369
Akap12	0.269845	0.13705
4833427G06Rik	-0.859667	0.13725
Col28a1	0.67374	0.13725
Gabrb3	-0.553289	0.1376
Fnip2	0.274987	0.1377
Mlana	-0.891163	0.138
Vamp1	-0.566406	0.1381
Ocel1	-0.417161	0.1385
Srgap1	0.304689	0.1386
Rab32	-0.298631	0.13865
Hmha1	0.515444	0.1387
Ano10	-0.265173	0.13875
Pi4k2b	0.293463	0.1388
B3galt1	0.309033	0.13905
Kif20a	0.72752	0.1391
Mmp17	-0.25744	0.1397
Insl3	#NUM!	0.1398
Mif	0.266656	0.13985
Impdh1	0.284401	0.14025
Plcb1	-0.415561	0.14035
Syk	-0.386432	0.14035
4930426D05Rik	-2.29375	0.1406
L3hypdh	0.321715	0.14075
Rrs1	0.283702	0.14075
Lepre1	0.266929	0.14085
Hoga1	0.606879	0.1409
Gm5084	0.357838	0.14125
Sned1	0.673597	0.1414
Slbp	0.296778	0.1422
Trim16	-0.329067	0.14235
Mef2c	-0.273744	0.1424
Creb3l1	0.264424	0.14255
Spaca1	-4.22825	0.14265
Celf5	-0.710689	0.1432
Ankra2	-0.318914	0.14325
Gltpd2	-0.877254	0.1433
Gm13889	-0.909747	0.1433
Dck	0.37413	0.14335
Tmem132a	-0.260051	0.14345
Ppp1r35	-0.373239	0.1439
Cox5b	-0.264684	0.14395
Rragb	-0.923313	0.1443
Haus6	0.360364	0.1444
Casp3	0.32756	0.14455
Nrp1	0.263946	0.14455
Syt17	-0.719829	0.14465
Tmem48	0.342149	0.1447
Tbl1xr1	0.322377	0.14495
Stmn4	0.598716	0.14515
Snora21	0.0836843	0.14535
Gm20554	-0.532866	0.14545
Mafb	0.355501	0.14545
Traip	0.485229	0.1456
Cdk4	0.258889	0.14575
Gm13157	0.488079	0.146
Prkcdbp	-0.25675	0.14605
Haus5	0.417928	0.14635
Il15	-0.371416	0.14635
Gas6	0.266752	0.1464
Gabpb2	0.271958	0.14645
Gsta3	-0.797807	0.14645
Catsperg1	-0.822636	0.1466
Gpr64	-0.64922	0.14715
Pak3	-0.267927	0.14735
Gm11351	1.93745	0.14745
Irx3	0.858999	0.1479
Nlrc3	-0.570668	0.1479
Anp32e	0.259287	0.14795
Slc1a4	-0.262245	0.14795
Dpysl4	-0.415909	0.1483
Phyhd1	-0.288526	0.1483
Rpl22l1	-0.256015	0.1483
Shmt1	0.46891	0.14835
Ckap5	0.258648	0.1486
Lzic	0.305138	0.1486
St8sia5	-0.912067	0.1486
Sdc3	-0.27319	0.14865
Anpep	0.429825	0.14895
Baiap2	-0.354424	0.149
Gins3	0.453439	0.1492
Ccdc69	-0.652005	0.14935
Igfbp3	0.331995	0.1494
Nupl1	0.269836	0.14945
Slc25a37	0.287137	0.1499
Lnx2	0.284964	0.15015
Nudt16	-0.340524	0.15025
Frmd4b	-0.272081	0.15035
Dcxr	-0.34068	0.1504
Unc13b	-0.371765	0.15075
Magoh	0.290346	0.1508
Slc38a5	0.915891	0.15085
Mafk	-0.26725	0.15115
Tmem154	-0.38889	0.15115
Nbeal2	-0.501889	0.1514
Lgmn	0.257591	0.15155
Ctsh	-0.292611	0.1518
Nup205	0.270615	0.1523
Spsb4	-0.538529	0.15235
Crocc	0.410686	0.1524
Plekhg5	0.350128	0.15265
Nav1	0.269961	0.1527
Bambi-ps1	-1.03179	0.15275
Cybrd1	-0.470364	0.1528
Cadm1	-0.563153	0.15285
Ehmt1	0.262944	0.15285
Arrdc4	-0.370322	0.1529
Ano5	0.384571	0.15295
Avpr1a	-0.360884	0.15295
Gbp2	-0.320605	0.15295
2010107G23Rik	-0.734098	0.15315
Ccrl1	-1.70288	0.1532
Slc22a4	-0.533422	0.1534
Arhgef9	-0.511888	0.15355
Hs3st1	-0.710153	0.15375
Thsd7b	-0.457452	0.1539
6030419C18Rik	-0.288011	0.15405
Ano4	-0.371641	0.15405
Dut	0.327541	0.1541
Tgfb3	0.263534	0.15425
Srrm1	0.251821	0.1543
Acad12	-0.582054	0.15435
Nacc2	-0.263516	0.15435
Mgarp	0.350284	0.1544
Notch1	0.350119	0.15445
Cdh6	-0.654026	0.15475
Kif5a	-0.391712	0.15485
Rftn2	0.345253	0.1549
0610011F06Rik	-0.353232	0.155
Rpph1	2.95259	0.155
Doc2g	-0.448911	0.1551
Sh3pxd2b	0.250095	0.1554
Tcta	-0.289665	0.1555
Rspo2	0.5045	0.1556
Nudt8	-0.379242	0.1557
U2af1	0.25871	0.1558
Sdc2	-0.255556	0.15605
1700007K13Rik	-0.774057	0.1562
4833403I15Rik	-0.555598	0.1568
Snhg9	#NUM!	0.15705
Rasgrp1	-0.689932	0.1572
Bak1	0.267852	0.1579
Pnp	-0.258879	0.1579
Gadd45g	-0.24691	0.15795
Nog	-0.632423	0.158
Cyp2d22	-0.275812	0.15805
Zfyve27	-0.267774	0.1581
Trip13	0.389122	0.1582
Snhg1	0.286737	0.15825
Gadd45a	-0.271984	0.15855
Grin1	-0.656564	0.159
Cd151	-0.25134	0.15945
BC031181	-0.25464	0.1595
Fam212a	0.68703	0.1596
Klf4	-0.309049	0.1597
Gprc5a	0.642338	0.15985
Gxylt2	0.471942	0.1601
Tmem179	-0.572885	0.1603
Gm19705	-0.8539	0.16035
Nfib	0.404938	0.1604
B3gnt3	0.58059	0.16065
Dmxl2	-0.349385	0.1611
Gm4980	0.495765	0.1611
Denr	0.255952	0.1612
Il1f9	-0.366179	0.1612
Nudt18	-0.313731	0.1612
Grasp	0.386871	0.1613
Crabp2	0.450819	0.16135
A630033H20Rik	0.870581	0.1615
Tcf3	0.252032	0.16155
Acy3	-0.470157	0.1616
Cbx3	0.249072	0.16165
Srm	0.258623	0.1618
Whsc1	0.26249	0.1619
Kdr	0.364434	0.162
Bnc1	-0.307195	0.16205
Mmp2	0.263713	0.16225
Casp9	0.318855	0.1623
Slc22a23	-0.543495	0.1626
3830417A13Rik	1.03193	0.1629
Ednrb	0.477898	0.1629
Bola3	-0.299106	0.16305
Serpinh1	0.284698	0.16305
Snrnp200	0.246214	0.1631
Zfyve28	-0.494388	0.16365
Kcnmb1	-0.602251	0.1639
Rcbtb2	0.260834	0.16395
Ampd2	0.259612	0.16405
Tinf2	0.364162	0.16415
Usp1	0.27628	0.1644
Pde8b	-0.271557	0.16465
Add3	0.274258	0.16475
Phc2	0.249682	0.1651
Hoxb9	0.485709	0.16525
Pde5a	-0.327631	0.16525
Dnajb5	-0.270152	0.16545
Tmem119	0.247888	0.16545
Fus	0.2452	0.1655
Snora69	0.962051	0.1655
Pnck	-0.344539	0.1659
Rbmxl1	0.25246	0.16595
9930012K11Rik	0.542074	0.16605
Ccnd1	-0.247171	0.1662
Phpt1	0.309573	0.1663
"Raet1c,Raet1e"	#NUM!	0.1665
2410006H16Rik	0.260111	0.167
Dffb	0.532468	0.16705
Cxcl12	0.254928	0.16715
Tmem117	-0.621323	0.1673
Spen	0.28669	0.16775
Fam105a	0.746353	0.1679
Lrr1	0.674963	0.1679
Rgs11	-0.320356	0.16805
Col27a1	0.390336	0.1683
Dact1	0.405901	0.16845
Plek	-0.466299	0.16855
AI118078	-0.289312	0.16865
Snrnp40	0.293744	0.16875
Ptchd4	0.395475	0.16885
Egr1	0.26142	0.16905
Fam117a	0.32929	0.16905
Samd5	0.265237	0.1694
Fam5c	0.253655	0.16955
As3mt	-0.320499	0.1699
Szrd1	0.247688	0.1699
Ubap2l	0.243094	0.17
Pianp	0.265368	0.17035
Endod1	-0.320838	0.1704
Minos1	0.248371	0.1704
Myo10	-0.246449	0.17105
Il33	-0.799067	0.17125
Sema5a	0.25695	0.17135
Gar1	0.320637	0.1714
Pold1	0.340034	0.1714
Ntng2	-0.62932	0.1715
Adra1b	-0.586195	0.1717
Cebpd	-0.507514	0.1717
Phf19	0.507228	0.1718
Cenpv	-0.433169	0.17205
Cpeb1	-0.267718	0.17205
Pcdh9	-0.618697	0.1721
Atad2	0.269938	0.17215
Cdca5	0.429523	0.17255
Fam108a	-0.253543	0.1726
Scube3	-0.595583	0.1727
Mgst1	-0.259619	0.17275
Acvrl1	0.32907	0.17285
Mastl	0.349106	0.1729
C78339	-0.286198	0.173
Snrpa1	0.270397	0.17305
Akr1c14	-0.265062	0.17325
Ccdc15	0.623033	0.17325
E330013P04Rik	-0.257406	0.17325
Ifi27l2a	-0.616818	0.1733
Lrrk1	-0.241717	0.17335
Grin2d	-0.402176	0.17345
Xkr4	0.702129	0.1738
6330403K07Rik	0.739219	0.1739
Tlcd2	-0.315372	0.174
Myzap	-0.490575	0.1741
Smc3	0.249028	0.1742
Psma5	0.243078	0.17425
Tbc1d9	-0.537868	0.1745
Hmgb1	0.246201	0.1746
Sec24d	0.237785	0.1749
Erh	0.238298	0.17505
Slc6a6	-0.237307	0.1752
Bmp8a	-0.453504	0.1756
St6gal1	0.255859	0.17565
Oit3	-0.777526	0.1757
Lrig3	0.255063	0.1758
Lce1g	0.46096	0.1759
Set	0.236332	0.17615
Arhgap28	0.254719	0.17635
Nol9	0.257764	0.1764
Baz1a	0.258027	0.17665
Gabrb2	-0.45557	0.17665
Caskin2	-0.277159	0.1771
Park7	0.246417	0.1771
Rdh14	-0.323358	0.17725
Catsper3	-1.00941	0.1774
Antxr1	-0.246814	0.1777
Helb	0.350509	0.1777
2810429I04Rik	1.36394	0.17775
Mpv17l2	-0.328208	0.17785
Tmem100	-0.430714	0.1781
Scarna3a	#NUM!	0.17825
Nxt1	0.318166	0.17835
Chodl	-0.684875	0.17845
Zfp580	-0.383518	0.1785
Asb4	-0.323146	0.17855
Fxyd1	-0.540395	0.1786
Sars	0.231736	0.1786
Zfp9	0.276724	0.17865
Fez2	-0.235875	0.17875
Ccl5	-1.34593	0.1788
Arnt	0.240641	0.17905
Klf16	0.291762	0.1792
Chn1	-0.452164	0.17935
Mcam	-0.242146	0.17935
Ifitm5	1.0416	0.17945
Pik3cb	-0.293212	0.1795
Snora3	-1.74216	0.1795
Ung	0.50181	0.1796
Tenm4	0.381845	0.1797
Slc43a1	0.602859	0.17985
Trim11	-0.272885	0.1804
Cc2d2a	-0.264079	0.1806
Creg1	-0.258421	0.18065
Cpsf3	0.258308	0.1808
Cep85	0.317009	0.1812
Gpc2	-0.286828	0.1812
Med4	0.293461	0.18125
Lama3	-0.497647	0.18145
Nop58	0.234	0.1815
Serpinb6c	-0.872293	0.1816
Sdf4	0.234866	0.1818
Gpbar1	-1.23155	0.18195
Pramef8	0.323026	0.18195
Lin9	0.373055	0.182
Hcn2	-0.522993	0.1821
Msln	0.66473	0.18225
Gmps	0.242348	0.1823
Fabp4	-0.656433	0.18235
Ablim1	0.353978	0.1825
Car11	-0.371942	0.1827
Il11	-0.351137	0.18275
Npy1r	-0.261788	0.18275
Phf21b	-0.333522	0.1828
Adamtsl1	-0.275512	0.18325
Arhgap32	0.360103	0.1833
Bambi	0.397271	0.1836
Nrp2	0.240856	0.18365
Hsf4	0.40277	0.1837
Il6st	0.258193	0.18395
Dnajc11	0.258606	0.184
Fbxo44	0.462746	0.184
Tgfb1	-0.24214	0.184
Gli1	0.816037	0.1841
Pgp	-0.279608	0.18445
Arap3	0.434046	0.18455
Ern1	-0.242475	0.18455
Slc6a17	-0.381913	0.18455
Gpr176	-0.232809	0.18485
Khdrbs1	0.234124	0.18485
Nfkbia	-0.253789	0.1849
Tceal3	0.267881	0.1849
Sec14l2	-0.590285	0.18495
Emilin2	-0.23428	0.1854
Fam169b	-0.797784	0.1854
Impa2	0.409323	0.1854
Hira	0.254657	0.1856
P2ry14	-0.957705	0.1858
Cdhr1	-0.539445	0.18595
Dtna	-0.824775	0.1861
Hnrnpc	0.230653	0.18615
S1pr3	-0.368055	0.18615
Gstt3	-0.374468	0.18625
Rrm2b	-0.273649	0.18635
Adamts2	0.231475	0.1865
Tcn2	-0.235287	0.1865
D3Bwg0562e	0.266078	0.18685
Flt1	0.442854	0.187
Polr1b	0.276943	0.187
Spc24	0.426891	0.187
Gnai1	-0.445493	0.18705
Rgag1	0.747595	0.18705
Cntnap4	-0.630596	0.18755
Gbp9	-0.661382	0.18755
Pcdh7	-0.231993	0.1876
Cep128	0.389398	0.1877
Ier5l	-0.295027	0.1879
Dzip1	0.252197	0.18795
Snrpg	0.261934	0.18815
Rbbp4	0.238384	0.18825
Lrrc45	-0.254401	0.189
Mir22hg	-0.241109	0.18905
Snx8	0.285131	0.18935
Mns1	1.13817	0.1894
Nynrin	0.235259	0.1894
Wdr5	0.246583	0.1895
Xpo7	0.242494	0.18955
1700007L15Rik	-0.743142	0.18985
Cds2	-0.228101	0.1899
Lrtm2	-0.453033	0.1899
Mfap3l	-0.325052	0.1901
4933403G14Rik	-0.525587	0.1902
Kif1a	-0.283803	0.19095
Pcbd1	0.636549	0.19095
Yeats2	0.247725	0.19105
Gm12504	0.635816	0.19135
Esyt2	-0.241251	0.1915
Gnb4	-0.260813	0.1915
Ube2t	0.514487	0.1915
Als2	0.296487	0.192
Kdm1a	0.24052	0.1923
Olfml1	0.634436	0.19245
Map4k4	0.233307	0.1926
Camk2n1	-0.419696	0.1929
Cdc5l	0.241712	0.1929
Exosc8	0.305931	0.1929
Acd	0.295777	0.19305
Dach1	0.372877	0.19305
1700092M07Rik	1.5135	0.1931
Snph	-0.510038	0.19325
Cyb5r3	-0.233253	0.19335
Mnd1	0.595682	0.1934
Itih2	-0.339406	0.1935
H2-Q4	-0.341621	0.19365
Fam180a	0.588434	0.19385
"H2-T22,H2-T9"	-0.413921	0.1939
Gsdmd	-0.256439	0.19405
Slco2a1	0.300431	0.19425
Synpo2	0.319759	0.19435
Cpsf3l	0.309703	0.19455
Tmpo	0.233883	0.19475
Bri3bp	0.245188	0.19485
Nap1l2	-0.588337	0.19485
Pdk1	0.240015	0.195
Prr9	0.576263	0.19515
H13	-0.273514	0.1954
Tmem39a	0.261393	0.1954
Rad51b	0.647104	0.19575
Baiap2l2	-0.84849	0.1958
Jph2	-0.229201	0.19585
Rad21	0.227701	0.1963
Myo1b	0.246586	0.19675
Odf2	0.240037	0.19695
Gga2	0.229416	0.197
Prmt5	0.240836	0.19705
Slc43a2	-0.430757	0.19705
AI607873	-0.674463	0.1971
Dock9	0.348858	0.1971
Hif1a	0.234458	0.1971
Prnp	-0.258628	0.19725
Scpep1	0.225619	0.1973
Vash1	-0.52393	0.19735
Palld	-0.230778	0.1976
Atp10d	-0.307667	0.19785
Gpnmb	0.229121	0.19785
Dysf	-0.223712	0.198
Elmo1	0.449388	0.1981
Dnttip2	0.232983	0.19815
Vsig8	-0.797699	0.19825
Lgals9	-0.234203	0.19835
Ttc39b	-0.248106	0.1985
Xist	0.239597	0.19855
Cdkn3	0.50689	0.1988
Cyp46a1	-0.569765	0.199
Hoxc6	-0.461623	0.1991
Pygo1	-0.390471	0.19935
Sorbs1	-0.223784	0.1998
Mitf	-0.249054	0.19995
Gstm1	0.23214	0.20005
Hsd11b1	-0.478976	0.20005
Rassf2	-0.587673	0.2002
Fstl1	0.271083	0.20105
Rspo3	-0.257612	0.20135
Neu1	0.24429	0.2017
Fmod	0.548987	0.20225
Rnf144b	-0.40495	0.2024
Kit	0.466491	0.20245
Mis18a	0.396985	0.20245
Sec22b	0.231017	0.20245
Iqsec1	-0.227696	0.2027
Tmem164	0.250033	0.2027
Trpc4	-0.237278	0.204
Wdr62	0.339577	0.20405
Ccdc91	-0.270515	0.2041
Ilf3	0.230696	0.20415
Arhgdib	0.244142	0.2043
Gli2	0.260801	0.20435
Pon2	-0.235602	0.2044
Trp53inp2	-0.222446	0.20445
Srd5a1	0.545737	0.2045
Acy1	0.350873	0.20485
Pde2a	-0.294652	0.20485
Adrb2	-0.560014	0.20495
Sbsn	-0.410264	0.205
Stap2	-0.661666	0.205
Apitd1	0.570291	0.20505
Polr2e	0.240672	0.2052
Hand2	-0.774692	0.20525
Tceb3	0.229754	0.20525
Ttc28	-0.224349	0.20535
Cox8b	2.10701	0.2054
Sacm1l	-0.224044	0.2055
Tenm3	0.263987	0.20565
Thnsl1	-0.358794	0.2058
Cox7a1	-0.649068	0.20595
Nppb	-0.531823	0.20595
Ribc1	-0.680092	0.20595
Sh2d5	-0.688585	0.20595
Gm2a	-0.227485	0.206
Ccdc92	-0.482015	0.20605
Taf5l	0.250794	0.20605
Thnsl2	-0.334645	0.2063
2610301G19Rik	0.293976	0.2064
Foxc2	-0.620774	0.20685
Tuft1	-0.245989	0.20685
Bms1	0.235113	0.2071
A730008H23Rik	0.59226	0.2072
Fam168b	0.222047	0.20745
Ppan	0.245175	0.20755
Satb2	0.385129	0.20755
Hvcn1	0.339956	0.20765
Stk17b	0.243764	0.20795
Hspe1	0.223886	0.2081
Pnmal2	0.455487	0.2081
Exoc4	-0.225385	0.20845
Mapre3	-0.246936	0.2085
Fam174a	-0.271698	0.2086
Thrap3	0.220105	0.2087
Tns1	-0.236816	0.2088
Adamts9	0.495889	0.2091
Tubb5	0.240143	0.20935
Rfc5	0.329338	0.2094
Pttg1	0.358242	0.20955
Gtdc2	-0.301885	0.2096
Hhipl1	-0.320074	0.20975
Mx2	-0.433184	0.20975
Gnb1	0.221884	0.20985
Ncf2	-0.630866	0.21005
Amigo2	-0.834763	0.2102
Rfk	-0.233845	0.2102
Pdk2	-0.291067	0.21035
Zbtb12	0.354206	0.2104
Snx7	0.242568	0.21045
Vimp	-0.224749	0.2105
Hjurp	0.540462	0.21075
Mx1	-0.647787	0.2109
5033411D12Rik	-0.645097	0.211
Fam26e	-0.28432	0.211
Fancb	0.510211	0.211
Mrpl9	0.24208	0.21115
Nup107	0.253409	0.21115
Atad2b	0.259062	0.2115
Msh3	0.44943	0.21155
Lce3a	1.27333	0.2118
Casp8ap2	0.278485	0.21225
3632451O06Rik	0.535096	0.2125
Fdx1	-0.307913	0.2129
Igf2r	0.219089	0.2129
1700029I15Rik	1.42522	0.21295
Cln3	0.321473	0.21295
Eml4	0.229193	0.21295
